MSZoning,LotArea,Street,LandContour,Utilities,HouseStyle,YearBuilt,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,MoSold,YrSold,SalePrice
RL,9750,PAVE,LVL,ALLPUB,SLVL,1967,980,Y,SBRKR,980,2.0,0,3,1,6,0,1,10,2006,135500
RL,21384,PAVE,LVL,ALLPUB,2STORY,1923,1324,Y,SBRKR,1072,1.0,1,3,1,6,1,2,5,2009,223500
RL,13400,PAVE,LVL,ALLPUB,SLVL,1966,1024,Y,SBRKR,1086,1.0,0,3,1,6,1,2,6,2006,159950
RM,8100,PAVE,LVL,ALLPUB,2.5UNF,1898,849,N,FUSEA,1075,2.0,0,2,3,11,0,2,11,2009,106000
RL,10140,PAVE,LVL,ALLPUB,1STORY,1974,1040,Y,SBRKR,1309,1.0,1,3,1,5,1,2,1,2006,181000
RM,4438,PAVE,LVL,ALLPUB,1STORY,2004,848,Y,SBRKR,848,1.0,0,1,1,4,1,2,6,2008,144500
C (ALL),8712,GRVL,BNK,ALLPUB,1STORY,1952,540,N,FUSEA,1044,1.0,0,2,1,4,0,2,6,2010,55993
RL,9750,PAVE,LVL,ALLPUB,1STORY,1958,1442,Y,SBRKR,1442,1.0,1,4,1,7,0,1,4,2007,157900
RL,8248,PAVE,LVL,ALLPUB,1.5FIN,1918,686,Y,SBRKR,686,1.0,1,3,1,7,0,1,7,2006,116000
RL,12137,PAVE,LVL,ALLPUB,1STORY,1998,1649,Y,SBRKR,1661,2.0,0,3,1,6,0,2,5,2010,224900
RL,11425,PAVE,LVL,ALLPUB,1STORY,1954,1008,Y,SBRKR,1008,1.0,0,2,1,4,1,1,7,2006,137000
RL,13265,PAVE,LVL,ALLPUB,1STORY,2002,1568,Y,SBRKR,1689,2.0,0,3,1,7,2,3,7,2008,271000
RL,8816,PAVE,LVL,ALLPUB,SLVL,1971,1010,Y,SBRKR,1052,1.0,0,3,1,6,0,2,6,2010,155000
RL,6371,PAVE,LVL,ALLPUB,1STORY,2009,1358,Y,SBRKR,1358,2.0,0,2,1,6,1,2,6,2010,224000
RL,7226,PAVE,LVL,ALLPUB,2STORY,2003,798,Y,SBRKR,798,2.0,1,3,1,6,0,2,6,2008,183000
RM,6000,PAVE,BNK,ALLPUB,1STORY,1953,936,N,SBRKR,936,1.0,0,2,1,4,0,2,2,2009,93000
RL,12394,PAVE,LVL,ALLPUB,2STORY,2003,847,Y,SBRKR,847,2.0,1,3,1,7,1,2,10,2007,225000
RL,9900,PAVE,LVL,ALLPUB,1.5FIN,1940,778,Y,SBRKR,944,2.0,0,3,1,7,1,1,7,2009,139500
FV,11216,PAVE,LVL,ALLPUB,1STORY,2006,1489,Y,SBRKR,1489,2.0,0,3,1,7,1,2,6,2006,232600
RL,14803,PAVE,LVL,ALLPUB,1STORY,2007,2078,Y,SBRKR,2084,2.0,0,2,1,7,1,3,6,2008,385000
RM,6130,PAVE,LVL,ALLPUB,1.5UNF,1924,784,Y,SBRKR,784,1.0,0,2,1,5,0,0,5,2008,109500
RL,8529,PAVE,LVL,ALLPUB,1STORY,2001,1454,Y,SBRKR,1434,2.0,0,3,1,6,1,2,4,2009,189000
RL,28698,PAVE,LOW,ALLPUB,2STORY,1967,1013,Y,SBRKR,1160,2.0,1,3,1,7,0,2,6,2009,185000
FV,2544,PAVE,LVL,ALLPUB,2STORY,2005,600,Y,SBRKR,520,2.0,1,2,1,4,0,2,7,2006,147400
RL,11900,PAVE,LVL,ALLPUB,1STORY,1957,1392,Y,FUSEA,1392,1.0,1,3,1,6,2,2,6,2008,166000
FV,3180,PAVE,LVL,ALLPUB,2STORY,2005,600,Y,SBRKR,520,2.0,1,2,1,4,0,2,6,2006,151000
RL,9548,PAVE,LVL,ALLPUB,2STORY,2003,941,Y,SBRKR,941,2.0,1,3,1,7,1,2,1,2010,237000
RL,10004,PAVE,LVL,ALLPUB,1STORY,1964,1516,Y,SBRKR,1516,1.0,1,3,1,6,0,2,2,2009,167000
RL,7875,PAVE,LVL,ALLPUB,1STORY,1961,1144,Y,SBRKR,1144,1.0,0,3,1,6,0,2,9,2008,139950
RL,9600,PAVE,LVL,ALLPUB,1STORY,1950,1067,Y,SBRKR,1067,2.0,0,2,1,4,0,2,2,2010,128000
RM,8100,PAVE,LVL,ALLPUB,1STORY,1948,1559,Y,SBRKR,1559,1.0,0,2,1,5,0,2,6,2007,153500
RM,1680,PAVE,LVL,ALLPUB,2STORY,1973,483,Y,SBRKR,483,1.0,1,2,1,5,0,1,11,2008,100000
RL,9525,PAVE,LVL,ALLPUB,1STORY,1995,1099,Y,SBRKR,1099,1.0,1,3,1,6,0,1,6,2008,144000
RL,11767,PAVE,LVL,ALLPUB,1.5FIN,1946,768,Y,SBRKR,768,1.0,0,3,1,6,0,1,5,2008,130500
RH,12155,PAVE,LVL,ALLPUB,2STORY,1925,672,N,SBRKR,810,2.0,0,4,1,7,0,1,3,2008,140000
RM,10440,PAVE,LVL,ALLPUB,2STORY,1904,650,Y,SBRKR,958,2.0,0,3,1,8,1,2,6,2008,157500
RL,9020,PAVE,LVL,ALLPUB,SLVL,1966,1127,Y,SBRKR,1165,1.0,1,3,1,6,0,2,5,2008,174900
RL,8000,PAVE,LVL,ALLPUB,1STORY,1961,1800,N,SBRKR,1800,2.0,0,6,2,10,0,0,7,2007,141000
RM,12665,PAVE,LVL,ALLPUB,1.5FIN,1915,876,Y,SBRKR,876,1.0,1,4,1,7,1,3,6,2008,153900
RL,16647,PAVE,LVL,ALLPUB,SFOYER,1975,1390,Y,SBRKR,1701,2.0,0,3,1,6,2,2,1,2007,171000
RL,9317,PAVE,LVL,ALLPUB,2STORY,1993,740,Y,SBRKR,1006,2.0,1,3,1,7,1,2,7,2009,213000
RL,15523,PAVE,LVL,ALLPUB,1STORY,1972,864,Y,SBRKR,864,1.0,0,3,1,5,1,1,8,2009,133500
RL,45600,PAVE,BNK,ALLPUB,1.5FIN,1908,907,Y,SBRKR,1307,3.0,0,5,1,10,1,2,9,2008,240000
RL,9600,PAVE,LVL,ALLPUB,SLVL,1976,528,Y,SBRKR,1094,2.0,1,3,1,7,1,2,8,2007,187000
RM,4435,PAVE,LVL,ALLPUB,1STORY,2003,848,Y,SBRKR,848,1.0,0,1,1,3,0,2,11,2007,131500
RL,3196,PAVE,LVL,ALLPUB,1STORY,2003,1273,Y,SBRKR,1456,2.0,0,2,1,7,1,2,5,2006,215000
RL,7128,PAVE,LVL,ALLPUB,2.5UNF,1941,918,Y,SBRKR,918,2.0,0,4,1,7,2,1,8,2007,164000
RL,12095,PAVE,LVL,ALLPUB,SLVL,1964,1127,Y,SBRKR,1445,1.0,1,3,1,7,1,2,8,2009,158000
RL,17920,PAVE,LVL,ALLPUB,1STORY,1955,1763,Y,SBRKR,1779,1.0,1,3,1,6,1,2,7,2006,170000
RL,6897,PAVE,LVL,ALLPUB,1STORY,1962,1040,Y,SBRKR,1040,1.0,1,3,1,6,0,1,4,2010,127000
RL,10970,PAVE,LOW,ALLPUB,SLVL,1978,940,Y,SBRKR,1026,1.0,0,3,1,5,0,2,10,2008,147000
RL,8125,PAVE,LVL,ALLPUB,2STORY,1994,702,Y,SBRKR,702,2.0,1,3,1,6,1,2,3,2009,174000
RL,10400,PAVE,LVL,ALLPUB,1STORY,1976,1090,Y,SBRKR,1370,2.0,0,3,1,6,1,2,6,2009,152000
RL,11029,PAVE,LVL,ALLPUB,2STORY,1968,1054,Y,SBRKR,1512,2.0,1,4,1,9,1,2,8,2006,250000
RL,7642,PAVE,LVL,ALLPUB,1.5FIN,1918,912,Y,SBRKR,912,1.0,1,3,1,7,1,1,6,2007,189950
RL,11625,PAVE,LVL,ALLPUB,1STORY,1965,1039,Y,SBRKR,1039,1.0,1,3,1,6,0,2,4,2010,131500
RL,9672,PAVE,LVL,ALLPUB,1STORY,1984,1040,Y,SBRKR,1097,2.0,0,3,1,6,0,2,5,2010,152000
RL,7931,PAVE,LVL,ALLPUB,1STORY,1959,1148,Y,SBRKR,1148,1.0,0,3,1,6,0,1,7,2009,132500
FV,8640,PAVE,LVL,ALLPUB,1STORY,2007,1372,Y,SBRKR,1372,2.0,0,3,1,6,0,2,5,2008,250580
RL,8750,PAVE,LVL,ALLPUB,1STORY,1970,1002,Y,SBRKR,1002,1.0,0,3,1,5,0,2,8,2009,148500
RL,10656,PAVE,HLS,ALLPUB,1STORY,2006,1638,Y,SBRKR,1646,2.0,0,3,1,6,1,3,11,2007,248900
RL,6970,PAVE,LVL,ALLPUB,1STORY,1961,1040,Y,SBRKR,1120,1.0,1,3,1,5,0,2,5,2007,129000
RL,14762,PAVE,LVL,ALLPUB,2STORY,1948,0,Y,SBRKR,1547,2.0,0,2,1,7,1,2,5,2006,169000
RL,9938,PAVE,LVL,ALLPUB,2STORY,1993,1050,Y,SBRKR,1062,2.0,1,3,1,8,1,2,6,2010,236000
RL,6600,PAVE,LVL,ALLPUB,1STORY,1962,894,N,SBRKR,894,1.0,0,2,1,5,0,1,8,2009,109500
RL,8750,PAVE,LVL,ALLPUB,2STORY,1998,804,Y,SBRKR,804,2.0,1,3,1,7,0,2,6,2010,200500
RL,8892,PAVE,LVL,ALLPUB,1STORY,1953,105,Y,SBRKR,910,1.0,0,3,1,5,0,2,10,2008,116000
RL,12144,PAVE,LVL,ALLPUB,1STORY,1949,832,Y,SBRKR,1036,1.0,0,3,1,6,1,1,9,2009,133000
RM,5720,PAVE,LVL,ALLPUB,1.5FIN,1941,676,Y,SBRKR,676,1.0,1,3,1,5,0,1,8,2009,66500
FV,9000,PAVE,LVL,ALLPUB,2STORY,2007,1184,Y,SBRKR,1184,2.0,1,4,1,11,1,2,8,2007,303477
RL,25286,PAVE,HLS,ALLPUB,1STORY,1963,1064,Y,SBRKR,1040,1.0,0,3,1,5,0,2,1,2007,132250
RL,8834,PAVE,LVL,ALLPUB,2STORY,2004,1462,Y,SBRKR,1462,2.0,1,4,1,10,1,3,6,2009,350000
RL,11782,PAVE,LVL,ALLPUB,SFOYER,1961,1109,Y,SBRKR,1155,1.0,0,3,1,6,0,2,6,2010,148000
RL,7000,PAVE,LVL,ALLPUB,1STORY,1978,864,Y,SBRKR,864,1.0,0,3,1,6,0,1,7,2009,136500
RL,7024,PAVE,LVL,ALLPUB,1STORY,2005,1090,Y,SBRKR,1090,1.0,1,2,1,5,0,2,6,2007,157000
RL,13758,PAVE,LVL,ALLPUB,1.5FIN,1990,1156,Y,SBRKR,1187,2.0,1,3,1,7,1,2,4,2007,187500
RL,9636,PAVE,LVL,ALLPUB,2STORY,1992,808,Y,SBRKR,808,2.0,1,3,1,7,1,2,12,2009,178000
RL,6204,PAVE,BNK,ALLPUB,2.5FIN,1912,795,N,SBRKR,954,1.0,0,5,1,10,0,1,3,2006,118500
RL,7150,PAVE,LVL,ALLPUB,1STORY,1967,892,Y,SBRKR,892,1.0,0,3,1,5,0,1,7,2009,100000
FV,5119,PAVE,LVL,ALLPUB,1STORY,1999,1698,Y,SBRKR,1709,2.0,0,2,1,5,1,2,1,2008,328900
RL,8393,PAVE,LVL,ALLPUB,1STORY,1959,1626,Y,SBRKR,1712,2.0,0,4,2,8,0,2,6,2006,145000
RL,16466,PAVE,LVL,ALLPUB,1.5FIN,1955,816,Y,SBRKR,872,1.0,1,3,1,8,0,1,4,2008,135500
RL,15865,PAVE,LVL,ALLPUB,1STORY,1970,2217,Y,SBRKR,2217,2.0,0,4,1,8,1,2,10,2007,268000
RL,12160,PAVE,LVL,ALLPUB,1STORY,1953,1505,Y,SBRKR,1505,1.0,0,2,1,6,1,2,2,2009,149500
RL,8064,PAVE,LVL,ALLPUB,1.5FIN,1949,672,Y,SBRKR,672,1.0,0,3,1,6,1,2,7,2007,122900
RL,11184,PAVE,LVL,ALLPUB,2STORY,1978,918,Y,SBRKR,918,2.0,1,3,1,7,1,2,7,2009,172500
RL,8414,PAVE,LVL,ALLPUB,1STORY,1963,1059,Y,SBRKR,1068,1.0,0,3,1,6,0,1,2,2006,154500
RL,13284,PAVE,LVL,ALLPUB,1STORY,1954,1383,Y,SBRKR,1383,1.0,0,3,1,6,1,1,6,2008,165000
RL,7056,PAVE,LVL,ALLPUB,2STORY,1963,780,Y,SBRKR,983,1.0,1,4,1,8,1,2,10,2008,140000
RM,8765,PAVE,LVL,ALLPUB,1STORY,1936,951,N,SBRKR,951,1.0,0,2,1,6,0,1,4,2006,106500
RL,7018,PAVE,LVL,ALLPUB,2STORY,1979,0,Y,SBRKR,1120,2.0,0,6,2,12,0,2,6,2009,142953
RL,12919,PAVE,LVL,ALLPUB,1STORY,2009,2330,Y,SBRKR,2364,2.0,1,2,1,11,2,3,3,2010,611657
RL,6993,PAVE,LVL,ALLPUB,1STORY,1961,912,Y,SBRKR,1236,1.0,0,3,1,6,1,1,6,2006,135000
RL,7340,PAVE,LVL,ALLPUB,1STORY,1971,858,Y,SBRKR,858,1.0,0,2,1,4,0,1,6,2007,110000
RL,8712,PAVE,LVL,ALLPUB,1STORY,1957,992,Y,SBRKR,1306,1.0,0,2,1,5,0,1,5,2009,153000
RL,7875,PAVE,LVL,ALLPUB,2STORY,2003,783,Y,SBRKR,807,2.0,1,3,1,8,1,2,7,2006,180000
RL,14859,PAVE,HLS,ALLPUB,1STORY,2006,1670,Y,SBRKR,1670,2.0,0,3,1,7,1,3,8,2006,240000
RL,6173,PAVE,LVL,ALLPUB,1STORY,1967,876,Y,SBRKR,902,1.0,0,3,1,6,0,1,8,2007,125500
RL,9920,PAVE,LVL,ALLPUB,1STORY,1954,1056,Y,SBRKR,1063,1.0,0,3,1,6,0,1,2,2010,128000
RL,13501,PAVE,LVL,ALLPUB,1STORY,2006,1623,Y,SBRKR,1636,2.0,0,3,1,8,1,3,6,2007,255000
RL,11500,PAVE,LVL,ALLPUB,1.5FIN,1936,1017,Y,SBRKR,1020,1.0,1,3,1,6,1,1,6,2006,250000
RL,8885,PAVE,LOW,ALLPUB,1STORY,1983,864,Y,SBRKR,902,1.0,0,2,1,5,0,2,6,2006,131000
RL,12589,PAVE,LVL,ALLPUB,2STORY,2005,742,Y,SBRKR,742,2.0,1,3,1,8,1,2,6,2009,174000
RL,11600,PAVE,LVL,ALLPUB,2STORY,1960,1105,Y,FUSEA,1105,2.0,0,5,2,12,0,2,1,2010,154300
RL,9286,PAVE,LVL,ALLPUB,1STORY,1977,1268,Y,SBRKR,1268,1.0,1,3,1,5,0,1,10,2009,143500
RM,6120,PAVE,LVL,ALLPUB,1STORY,1925,768,N,SBRKR,1015,1.0,0,3,1,6,0,1,7,2006,88000
RH,6270,PAVE,HLS,ALLPUB,2STORY,1949,1001,N,FUSEA,1001,2.0,0,4,2,8,0,3,8,2007,145000
FV,3000,PAVE,LVL,ALLPUB,2STORY,2009,612,Y,SBRKR,612,2.0,1,2,1,4,0,2,6,2009,173733
RM,2001,PAVE,LVL,ALLPUB,2STORY,1970,546,Y,SBRKR,546,1.0,1,3,1,6,0,1,1,2007,75000
C (ALL),9000,PAVE,LVL,ALLPUB,1STORY,1949,480,N,FUSEA,480,-1.0,0,1,1,4,0,1,10,2006,35311
RL,17140,PAVE,LVL,ALLPUB,1STORY,1956,1134,Y,FUSEA,1229,1.0,0,3,1,6,0,1,4,2009,135000
RL,13125,PAVE,LVL,ALLPUB,2STORY,1991,1104,Y,SBRKR,912,2.0,1,4,1,8,1,3,11,2007,238000
RL,11029,PAVE,LVL,ALLPUB,1STORY,1958,1184,Y,SBRKR,1414,1.0,0,3,1,6,1,2,5,2008,176500
RL,8462,PAVE,LVL,ALLPUB,2STORY,1994,928,Y,SBRKR,936,2.0,1,3,1,7,0,2,7,2007,201000
RL,8777,PAVE,LVL,ALLPUB,1.5FIN,1900,1272,Y,SBRKR,1272,2.0,2,4,2,9,0,0,9,2008,145900
RL,10237,PAVE,LVL,ALLPUB,1STORY,2005,1316,Y,SBRKR,1316,2.0,0,3,1,6,1,2,10,2006,169990
RL,8012,PAVE,LVL,ALLPUB,1STORY,1993,1604,Y,SBRKR,1617,2.0,0,2,1,5,1,2,7,2008,193000
RL,10240,PAVE,LVL,ALLPUB,1STORY,1980,1686,Y,SBRKR,1686,2.0,0,3,1,7,1,2,5,2006,207500
RL,15611,PAVE,LVL,ALLPUB,1STORY,1977,1126,Y,SBRKR,1126,2.0,0,3,1,6,0,2,3,2008,175000
RL,11999,PAVE,LVL,ALLPUB,2STORY,2003,1181,Y,SBRKR,1234,2.0,1,4,1,10,1,3,5,2007,285000
RL,9900,PAVE,LVL,ALLPUB,2STORY,1968,832,Y,SBRKR,1098,2.0,1,4,1,9,1,2,4,2008,176000
RL,11838,PAVE,LVL,ALLPUB,1STORY,2001,1753,Y,SBRKR,1788,2.0,0,3,1,7,1,2,6,2009,236500
RL,13006,PAVE,LVL,ALLPUB,2STORY,1997,964,Y,SBRKR,993,2.0,1,4,1,8,1,2,11,2006,222000
RL,8925,PAVE,HLS,ALLPUB,1STORY,2007,1466,Y,SBRKR,1466,2.0,0,3,1,7,0,3,7,2009,201000
RL,9100,PAVE,LVL,ALLPUB,1STORY,1965,925,Y,SBRKR,925,1.0,0,2,1,5,0,1,7,2009,117500
RL,11670,PAVE,LVL,ALLPUB,1STORY,2006,1905,Y,SBRKR,1905,2.0,0,3,1,8,1,3,3,2007,320000
RL,8487,PAVE,LVL,ALLPUB,1STORY,2004,1500,Y,SBRKR,1500,2.0,0,3,1,6,0,2,8,2009,190000
RL,27650,PAVE,HLS,ALLPUB,1STORY,1960,585,Y,SBRKR,2069,2.0,0,4,1,9,1,2,11,2008,242000
RL,5825,PAVE,LVL,ALLPUB,1STORY,1926,600,Y,SBRKR,747,1.0,0,1,1,5,0,2,6,2006,79900
RL,10083,PAVE,LVL,ALLPUB,1STORY,2003,1176,Y,SBRKR,1200,2.0,0,2,1,5,0,2,8,2009,184900
RL,9675,PAVE,LVL,ALLPUB,2STORY,2005,1113,Y,SBRKR,1113,2.0,1,3,1,8,1,2,2,2009,253000
RL,8760,PAVE,LVL,ALLPUB,2STORY,2006,1391,Y,SBRKR,1391,2.0,1,3,1,7,0,3,8,2006,239799
RL,24090,PAVE,LVL,ALLPUB,2STORY,1940,1032,Y,SBRKR,1207,2.0,0,4,1,10,2,1,6,2010,244400
RL,12640,PAVE,LVL,ALLPUB,1STORY,1976,1728,Y,SBRKR,1728,2.0,0,4,2,8,0,2,7,2006,150900
RL,8755,PAVE,LVL,ALLPUB,2STORY,1999,992,Y,SBRKR,1022,2.0,1,3,1,8,1,2,6,2009,214000
RL,7711,PAVE,LVL,ALLPUB,1STORY,1977,1440,Y,SBRKR,1440,2.0,0,4,2,8,0,0,8,2007,150000
RL,25000,PAVE,LOW,ALLPUB,1STORY,1967,1632,Y,SBRKR,1632,2.0,0,4,2,8,0,2,6,2007,143000
RL,14375,PAVE,LVL,NOSEWA,SLVL,1958,819,Y,FUSEA,1344,1.0,0,3,1,7,1,2,1,2009,137500
RM,8820,PAVE,LVL,ALLPUB,1.5FIN,1890,1088,Y,SBRKR,1188,1.0,0,2,1,7,0,2,9,2009,124900
RL,8163,PAVE,LVL,ALLPUB,SLVL,1959,1144,Y,SBRKR,1144,1.0,0,3,1,6,1,1,3,2006,143000
RL,14536,PAVE,LVL,ALLPUB,1STORY,2002,1616,Y,SBRKR,1629,2.0,0,3,1,9,1,3,11,2007,270000
RL,14006,PAVE,LVL,ALLPUB,2STORY,2002,936,Y,SBRKR,936,2.0,1,3,1,7,1,2,2,2006,192500
RL,9360,PAVE,LVL,ALLPUB,1STORY,1972,1161,Y,SBRKR,1381,1.0,1,3,1,5,1,2,3,2010,197500
RL,7200,PAVE,LVL,ALLPUB,1STORY,1950,864,Y,SBRKR,864,1.0,0,3,1,5,0,2,7,2007,129000
RH,7800,PAVE,LVL,ALLPUB,1STORY,1965,828,Y,SBRKR,965,1.0,0,3,1,6,0,1,7,2006,119900
RL,7200,PAVE,LVL,ALLPUB,SFOYER,1972,768,Y,SBRKR,768,1.0,0,2,1,5,0,1,4,2009,133900
RL,11075,PAVE,LVL,ALLPUB,2STORY,1969,784,Y,SBRKR,1168,2.0,1,4,1,7,1,2,9,2008,172000
RL,9400,PAVE,LVL,ALLPUB,SFOYER,1975,945,Y,SBRKR,980,2.0,0,4,0,4,0,0,10,2006,127500
RH,7136,PAVE,HLS,ALLPUB,2STORY,1946,979,N,FUSEF,979,2.0,0,4,2,8,0,2,8,2007,145000
RM,1300,PAVE,LVL,ALLPUB,2STORY,1980,561,Y,SBRKR,561,1.0,1,2,1,5,1,2,5,2009,124000
RL,7420,PAVE,LVL,ALLPUB,1STORY,1962,1057,Y,SBRKR,1057,1.0,0,3,1,6,0,2,4,2007,132000
RL,8450,PAVE,LVL,ALLPUB,1STORY,2003,1337,Y,SBRKR,1337,2.0,0,3,1,6,0,2,10,2007,185000
FV,2572,PAVE,LVL,ALLPUB,2STORY,1999,696,Y,SBRKR,696,2.0,1,3,1,6,0,2,5,2010,155000
RL,7207,PAVE,LVL,ALLPUB,1STORY,1958,858,Y,SBRKR,858,1.0,0,2,1,4,0,0,2,2010,116500
RL,12227,PAVE,LVL,ALLPUB,2STORY,1977,1330,Y,SBRKR,1542,2.0,1,4,1,11,1,2,7,2008,272000
RL,2308,PAVE,LVL,ALLPUB,2STORY,1976,804,Y,SBRKR,804,2.0,1,3,1,7,1,2,7,2007,155000
RL,11923,PAVE,LVL,ALLPUB,1STORY,2007,1800,Y,SBRKR,1800,2.0,0,2,1,7,0,2,5,2009,239000
RL,11316,PAVE,LVL,ALLPUB,2STORY,2002,817,Y,SBRKR,824,2.0,1,4,1,8,1,2,2,2010,214900
RL,10237,PAVE,LVL,ALLPUB,2STORY,2005,783,Y,SBRKR,783,2.0,1,3,1,8,1,2,7,2007,178900
RL,9600,PAVE,HLS,ALLPUB,1.5FIN,1940,728,Y,SBRKR,976,1.0,1,2,1,7,2,1,6,2009,160000
RL,7390,PAVE,LVL,ALLPUB,1STORY,1955,1098,Y,SBRKR,1098,1.0,0,3,1,6,0,1,7,2008,135000
RM,5925,PAVE,LVL,ALLPUB,1.5FIN,1910,600,N,SBRKR,600,1.0,0,2,1,6,0,0,5,2009,37900
RL,10382,PAVE,LVL,ALLPUB,SLVL,1958,588,Y,SBRKR,1095,1.0,0,2,1,6,0,1,3,2006,140000
RL,10800,PAVE,LVL,ALLPUB,1.5FIN,1949,720,N,FUSEA,720,1.0,1,4,1,6,0,0,12,2006,135000
RL,2268,PAVE,LVL,ALLPUB,2STORY,2003,764,Y,SBRKR,764,2.0,0,2,1,6,0,2,7,2009,173000
RL,7892,PAVE,LVL,ALLPUB,1STORY,1979,918,Y,SBRKR,918,2.0,0,2,1,5,1,1,4,2010,99500
FV,11639,PAVE,LVL,ALLPUB,1STORY,2007,1428,Y,SBRKR,1428,2.0,0,3,1,6,0,2,12,2008,182000
RL,11414,PAVE,LVL,ALLPUB,2STORY,1910,728,N,SBRKR,1136,1.0,0,3,1,8,0,2,10,2009,167500
FV,2651,PAVE,LVL,ALLPUB,2STORY,2000,673,Y,SBRKR,673,2.0,1,3,1,6,0,2,4,2006,165000
RL,5900,PAVE,BNK,ALLPUB,1STORY,1923,440,Y,FUSEA,869,1.0,0,2,1,4,0,0,8,2006,85500
FV,4274,PAVE,LVL,ALLPUB,1STORY,2006,1241,Y,SBRKR,1241,1.0,1,1,1,4,0,2,11,2007,199900
RL,9450,PAVE,BNK,ALLPUB,1STORY,1954,894,Y,SBRKR,894,1.0,0,3,1,5,0,2,5,2007,110000
RL,8816,PAVE,LVL,ALLPUB,1STORY,1963,1121,Y,SBRKR,1121,1.0,0,3,1,5,0,2,6,2009,139000
RL,12122,PAVE,LVL,ALLPUB,SFOYER,1961,944,Y,SBRKR,999,1.0,0,3,1,6,0,2,7,2008,178400
RL,12203,PAVE,LVL,ALLPUB,2STORY,1998,1225,Y,SBRKR,1276,2.0,1,4,1,8,1,3,7,2009,336000
RL,3182,PAVE,LVL,ALLPUB,1STORY,2007,1266,Y,SBRKR,1266,2.0,0,2,1,6,1,2,3,2008,159895
RL,11250,PAVE,LVL,ALLPUB,2STORY,2002,1128,Y,SBRKR,1149,2.0,1,4,1,9,1,2,5,2008,255900
RL,10125,PAVE,LVL,ALLPUB,1.5FIN,1977,0,Y,SBRKR,1302,2.0,0,4,2,8,0,2,8,2009,126000
RL,10880,PAVE,LVL,ALLPUB,1STORY,1950,1164,N,SBRKR,1164,1.0,0,3,1,5,0,1,8,2008,125000
RM,5310,PAVE,LVL,ALLPUB,1.5FIN,1910,485,Y,SBRKR,1001,1.0,0,2,1,5,0,1,6,2006,117000
RL,10159,PAVE,LVL,ALLPUB,1STORY,2009,1930,Y,SBRKR,1940,2.0,1,3,1,8,1,3,4,2010,395192
RL,12046,PAVE,LVL,ALLPUB,2STORY,1976,848,Y,SBRKR,1118,2.0,1,4,1,8,1,2,6,2007,195000
FV,8125,PAVE,LVL,ALLPUB,2STORY,2006,770,Y,SBRKR,778,2.0,1,3,1,6,0,2,8,2006,197000
RL,9452,PAVE,LVL,ALLPUB,2STORY,1997,1396,Y,SBRKR,1407,2.0,1,3,1,7,1,3,6,2006,348000
RM,17671,PAVE,LVL,ALLPUB,2STORY,1882,916,Y,SBRKR,916,1.0,1,4,1,8,1,2,11,2009,168000
RL,9760,PAVE,LVL,ALLPUB,2STORY,1964,822,Y,SBRKR,1020,2.0,1,3,1,7,1,2,7,2007,187000
RL,8846,PAVE,LVL,ALLPUB,2STORY,2005,750,Y,SBRKR,750,2.0,1,3,1,6,0,2,8,2006,173900
RL,12456,PAVE,LVL,ALLPUB,1STORY,2006,1700,Y,SBRKR,1718,2.0,0,3,1,7,1,3,7,2009,337500
RL,4712,PAVE,LVL,ALLPUB,1.5FIN,1946,747,Y,SBRKR,774,1.0,1,3,1,5,0,1,8,2006,121600
RL,10659,PAVE,LVL,ALLPUB,1STORY,1961,1050,Y,SBRKR,1050,1.0,0,3,1,6,0,1,1,2006,136500
RL,11717,PAVE,LVL,ALLPUB,1STORY,1970,1442,Y,SBRKR,1442,2.0,0,2,1,6,1,2,2,2009,185000
RM,9786,PAVE,LVL,ALLPUB,1STORY,1922,1007,N,SBRKR,1077,1.0,0,3,1,6,1,1,5,2006,91000
RL,6762,PAVE,LVL,ALLPUB,1STORY,2006,1187,Y,SBRKR,1208,2.0,0,2,1,6,0,2,2,2010,206000
RL,10206,PAVE,LVL,ALLPUB,1STORY,1952,0,N,FUSEF,944,1.0,0,2,1,4,0,2,7,2009,82000
RL,5400,PAVE,LVL,ALLPUB,1STORY,1920,691,Y,FUSEA,691,1.0,0,2,1,4,0,1,1,2007,86000
RL,11957,PAVE,LVL,ALLPUB,1STORY,2006,1574,Y,SBRKR,1574,2.0,0,3,1,7,1,3,7,2008,232000
RL,11500,PAVE,LVL,ALLPUB,1STORY,1976,1680,Y,SBRKR,1680,2.0,0,4,2,8,0,2,6,2007,136905
RL,3182,PAVE,LVL,ALLPUB,1STORY,2005,1346,Y,SBRKR,1504,2.0,0,1,1,7,1,2,5,2009,181000
RL,8385,PAVE,LVL,ALLPUB,SLVL,1977,985,Y,SBRKR,985,2.0,0,3,1,6,0,1,11,2008,149900
RL,12155,PAVE,LVL,ALLPUB,1STORY,1970,1657,Y,SBRKR,1657,2.0,0,3,1,7,1,2,3,2007,163500
RM,2217,PAVE,LVL,ALLPUB,2STORY,1970,546,Y,SBRKR,546,1.0,1,3,1,6,0,1,8,2009,88000
RL,12118,PAVE,LVL,ALLPUB,1STORY,2004,1710,Y,SBRKR,1710,2.0,0,3,1,7,1,2,4,2009,240000
